AAPL,ADA-USD,BND,BTC-USD,DAI-USD,GOOGL,IVV,MATIC-USD,META,MSFT,NVDA,QQQ,SOL-USD,SPY,TSLA,VTI,VUG,XPR-USD
-0.026527298434972924,-0.01074211059705199,0.0007951553381013721,-0.011203790312466544,-0.002381489434968964,0.0015850763433635784,-0.006502756554074396,-0.011561091117830435,0.0014144587934135089,0.006594710281398575,0.0015638947737310893,-3.371851400379988e-05,-0.07041234854113454,-0.006526124412444045,0.009834932884270176,-0.005279136500064174,-0.001246438305474773,-0.007605196610821818
0.0007432088546917015,-0.014285413119406676,0.0005668629642365808,0.0003157232305546209,-0.0009474039595814832,-0.0023164498994732163,-0.006261177100178039,-0.02616112481122801,-0.015644302090844442,-0.008974545245079346,-0.01073810148308818,-0.008352656329530639,-0.03753780637189297,-0.006283414407743493,0.032799718116372834,-0.0066481438387516745,-0.00811104652695438,-0.007383211718857585
-0.0039607506342611565,-0.006169850206511174,-0.0005665418126652444,0.005760771167350187,0.003127505995470292,-0.005097752329216609,-0.0012312979127501178,-0.0026109454585933056,-0.018762415474305127,-0.005433087405906867,-0.008885915930810895,-0.006710990524812277,-0.020823558604544212,-0.0012360499880608167,-0.02692390743031925,0.00033751421287897543,-0.004654797474733852,-0.010074347968978437
-0.01400050378007045,-0.02411022904972626,-0.0007945235684446716,-0.01506927308750361,-0.002021177632127946,0.007862604700845433,-0.0008888614658909555,-0.054508430175891576,-0.0029620823092346704,0.0,-0.011345683112116811,-0.00548059593870398,-0.05164503464188652,-0.0006041350417957947,-0.02051768046956881,-0.0017990395441280782,-0.004381992121389566,-0.005896899742960704
-0.025541930372456112,0.04432846188443618,-0.0009086778284501662,0.037087926068415156,0.002551343107753512,-0.024079909690057466,-0.015009491094326699,-0.002953323394183416,-0.01703454321372,-0.024765662871338523,-0.0227165757979626,-0.01632564493988009,-0.042480026462039855,-0.015203401970571129,-0.020106014344170586,-0.014306015573984476,-0.015107044382274282,0.0033486444944421656
0.013192039652585974,-0.05689334845246041,-0.0017049841232946727,0.014843919324981414,-0.0036586420411959253,0.01381090719736977,0.003933661260721033,-0.0353594537374915,0.023565587722243153,0.0020073878637361098,0.01094624530689936,0.0021495443222949717,-0.08231359675670658,0.004005613165396493,-0.020634587544658856,0.0034856556605638023,0.0037379539147448515,0.005530654471880059
-0.005446405069968296,0.03603137190590178,-0.001137898479127819,0.07614375520341321,-8.525414307347656e-05,0.02250697383368716,-0.001944650034177764,0.04804247097898262,0.041747581389038446,0.0006988022436282826,-0.008849117079094637,-0.0007733960595587286,0.0009032823846553129,-0.001892903006474933,0.0016590325709362475,-0.0034164856276188704,-0.00124121024848578,-0.011474653189441852
-0.00958332017753527,0.04129509187999192,-0.0017093419068643367,0.011089019970212055,0.00013788461351982306,0.013032932700218103,0.00569934355605306,0.062320676487080506,-0.002188561529403832,0.000418870210221467,-0.012107473559988424,-3.5277082127471715e-05,0.034530106623684276,0.005485265866661759,0.007453064711647084,0.00708496124946234,-0.0007715770797501742,-0.014389934140020877
-0.0061339806323348345,-0.02251022406388148,0.0012561910916366603,-0.0026494544392426933,0.00032929305923534713,0.0163817677427589,0.0031806446750795025,-0.020914731753509663,0.02398244780946257,0.006235987438119928,0.017158219821717502,0.0019704991352387236,0.0022406911562098397,0.0033950833055305107,-0.012118551755604834,0.0032908334969583564,0.004889867464964448,-0.06044378057517008
8.710283507817884e-05,-0.04613124114415068,0.0014817177806134563,0.011113061150759718,-0.0019850366955203036,-0.029816702196200917,-0.018359595843820298,-0.028051611887699113,-0.026967222140694358,-0.028442050336421665,-0.0330383718344861,-0.014996252288995482,-0.14008368221194978,-0.018479870532147835,-0.0008320996760948773,-0.01815239883563735,-0.016988368643883422,-0.15746403944878984
0.01347225263859797,-0.002618908331704306,0.002391085821168648,0.04427990207523247,-0.0015120501526439956,0.009209269923519336,-0.0034058656938584786,-0.04600897740533372,0.022301686108103125,0.015089445208287033,0.01944260188511948,0.007808655172691914,0.01469383990651485,-0.003447205213889415,0.010469159823756513,-0.004031583420182616,0.005905353991900286,-0.10561905985542686
-0.0463123045871463,-0.03744151054625222,-0.0013631324472839212,-0.02804507535445777,0.004361066459678042,-0.05508876624155279,-0.034027541989934185,-0.04518983655877473,-0.055137784616644425,-0.04956630618272406,-0.057457793517569855,-0.03898681512094426,-0.1287421585218269,-0.03417916107783847,-0.043938975190562446,-0.03313458882385922,-0.038850021171332294,0.011135540083872852
0.03705043896034921,-0.036382187077420025,-0.0021612058463281736,0.012553242153156674,0.0022537931194119842,0.030500649705536897,0.009973321688648173,-0.0801405367383794,0.049164774767297414,0.01006517593363121,0.03144039060597903,0.01748600979224868,-0.04101669582656742,0.01016361335877125,0.011846701366300838,0.009449654218939507,0.012799663291716668,0.03140722399897378
