AAPL,ARKK,BNB-USD,BTC-USD,DIA,EFA,ETH-USD,F,GM,GOOGL,IWM,LINK-USD,MCD,MSFT,QQQ,SBUX,SOL-USD,SPY,STETH-USD,TGT,TRX-USD,TSLA,USDC-USD,USDT-USD,VOO,VTI,WMT,XLF,XLK,XRP-USD,^GSPC
0.007712207986636077,-0.014300517578021199,0.04510571013517639,0.021281190940612982,0.002455990001864139,0.00041484807580927097,0.04778461622112218,-0.014460680332602616,-0.020494702734136006,0.0034311101185877657,-0.000653078487089509,0.06870280962617148,-0.0029714326589270756,0.00782751656891123,0.004412581742972321,-0.000489907718264404,0.1299801128684197,0.00389056577705027,0.03929657943897524,0.00160083429865443,0.1159146143048746,0.02444349518922251,0.0001350127528934042,0.0005052605664286336,0.0039962925028287355,0.0016729292665760287,0.00195477782848541,0.0013836526135213578,0.006629697649903843,0.30632794310358724,0.0035365890047962534
0.0,0.0,0.020442179924845982,0.03913227940938091,0.0,0.0,0.02420430689984565,0.0,0.0,0.0,0.0,-0.0024853055465089424,0.0,0.0,0.0,0.0,0.060917827362273025,0.0,0.023453822537099267,0.0,0.028883944909767534,0.0,0.00011598205270124673,0.00023700442618879158,0.0,0.0,0.0,0.0,0.0,-0.05839814914878927,0.0
0.0,0.0,0.009412469451629768,0.07185327832809496,0.0,0.0,0.015046214535492375,0.0,0.0,0.0,0.0,-0.050387703501699854,0.0,0.0,0.0,0.0,-0.08382785897373835,0.0,0.0021341085386177294,0.0,-0.026634381775268112,0.0,-0.00045696158447672275,-0.0016867069518452515,0.0,0.0,0.0,0.0,0.0,-0.07349473638252535,0.0
0.0,0.0,0.0010368248887200338,-0.0062314920850786715,0.0,0.0,0.07361415859069909,0.0,0.0,0.0,0.0,0.10623323114303762,0.0,0.0,0.0,0.0,-0.016006102706995984,0.0,0.08764478490315986,0.0,0.039945204467581874,0.0,0.0003461570014575699,0.00037357333400356296,0.0,0.0,0.0,0.0,0.0,-0.03961137543031712,0.0
0.03576572966490854,-0.024280314182586804,0.06960852277707397,0.03092663485588698,0.006555731137495968,0.008153380299307011,0.06995611391998069,0.0033861039175588914,0.0019240600314320844,0.022950630279182205,-0.0037182841301500735,0.04111166348151696,0.012441461349912863,0.009921390046359058,0.010078855547023036,0.022840989324117933,0.1631895973079147,0.008590876932498936,0.06536066313572841,0.0068495695733681305,0.023781496467457197,0.002901307404113318,2.1932775803756854e-05,-0.0002512831342710298,0.008697912032627375,0.006327106369596436,0.011985954216784611,0.004835770557590324,0.011312571145857708,-0.12394404547944748,0.008722529021144565
-0.013314848825450531,-0.026894989624949406,0.08671532483167033,0.010250355112868093,-0.0017763215754953432,0.006442690751503832,0.0015372492130329984,-0.007873920002057333,-0.002160375256869518,-0.009132018290365584,-0.01936756597859679,-0.06788328218098771,-0.0061208909325047856,-0.003600731618879971,0.0008957666338078596,0.012363470380774899,0.10467878098424266,-0.0019079260999192993,-0.00852819022235285,-0.007653650383315558,-0.06237300433582815,0.003465523985226371,-0.00012295196767841965,-1.3011990489530945e-05,-0.0021043376879044118,-0.004174245137213539,-0.0063349161294276035,-0.003437478517540171,-0.004750255349286858,-0.10887328141883079,-0.00222738052560012
-0.008526531521693581,0.022361671752211265,-0.020962074088669458,0.054034499850387885,0.002208073043384662,0.0013620394264781677,0.027475410142453693,0.004534950932059134,0.006494967906742755,-0.01223713694244466,0.01018370357900178,-0.0439677194673318,-0.005406668328182818,-0.011019393963427104,3.151143704593906e-05,0.003218909350880317,-0.08295064641693983,0.0014267475815097352,-0.0003557765513280131,-0.006626863941482597,-0.026905030527468288,0.0432288658824449,3.296209353287338e-05,0.0016874025580235763,0.0013471453963194158,0.0026911850381940994,-0.0008315281311659373,0.004484193380955626,-0.0005386252147823178,-0.04133746690243778,0.0013415471654707467
-0.007702807815442747,-0.020535035905234866,-0.019935477946729452,0.005574281038085438,0.005457950065200778,-0.007616665083185148,-0.018381058140691575,-0.007900652033611677,-0.0047800236601033275,0.009439819282726969,-0.0017820246955704278,0.0015073436286703323,0.014275150704961437,0.003338177134181164,0.002460524137100517,0.009530945393080303,-0.01599460014547749,0.005081094570783984,0.01445024478718726,0.015240213860636231,-0.004156646898687222,0.01567398119122254,-0.00020396485748686022,0.00032284917675839964,0.005382479798725193,0.004593240713470337,-0.00020822460041391988,0.012362572064003041,0.0014631802603060073,0.037851474612002,0.006438845522919845
0.0,0.0,0.014152824333941716,0.012841708408869223,0.0,0.0,-0.010078365039673964,0.0,0.0,0.0,0.0,0.05341505714664807,0.0,0.0,0.0,0.0,0.21919815728341008,0.0,-0.012123294362033188,0.0,0.003987614204417067,0.0,1.5977128382971273e-05,0.0013173094243916772,0.0,0.0,0.0,0.0,0.0,0.08004695798284023,0.0
0.0,0.0,0.008879622557922628,0.09372577639540935,0.0,0.0,0.06047286631119175,0.0,0.0,0.0,0.0,0.02927607999051518,0.0,0.0,0.0,0.0,-0.023239444230491624,0.0,0.0566502481789406,0.0,0.010356348778446378,0.0,0.00033909124737996343,-0.0013135537208371906,0.0,0.0,0.0,0.0,0.0,-0.06649568859507393,0.0
